url,label
https://www.google.com,0
https://www.google.co.in,0
https://www.youtube.com,0
https://www.gmail.com,0
https://www.paytm.com,0
https://www.phonepe.com,0
https://www.sbi.co.in,0
https://www.onlinesbi.sbi,0
https://www.hdfcbank.com,0
https://www.icicibank.com,0
https://www.axisbank.com,0
https://www.amazon.in,0
https://www.flipkart.com,0
https://www.myntra.com,0
https://www.swiggy.com,0
https://www.zomato.com,0
https://www.irctc.co.in,0
https://www.uidai.gov.in,0
https://www.incometax.gov.in,0
https://www.digilocker.gov.in,0
https://www.mygov.in,0
https://www.jio.com,0
https://www.airtel.in,0
https://www.vi.in,0
https://www.bsnl.co.in,0
https://www.instagram.com,0
https://www.facebook.com,0
https://www.twitter.com,0
https://www.linkedin.com,0
https://www.whatsapp.com,0
https://www.netflix.com,0
https://www.spotify.com,0
https://www.microsoft.com,0
https://www.apple.com,0
https://www.samsung.com,0
https://www.truecaller.com,0
https://www.ola.com,0
https://www.uber.com,0
https://www.meesho.com,0
https://www.npci.org.in,0
https://www.bhimupi.org.in,0
https://www.kotak.com,0
https://www.yesbank.in,0
https://www.pnbindia.in,0
https://www.bankofbaroda.in,0
https://www.canarabank.com,0
https://www.google.com,0
https://www.google.co.in,0
https://www.youtube.com,0
https://www.gmail.com,0
https://www.paytm.com,0
https://www.phonepe.com,0
https://www.sbi.co.in,0
https://www.onlinesbi.sbi,0
https://www.hdfcbank.com,0
https://www.icicibank.com,0
https://www.axisbank.com,0
https://www.amazon.in,0
https://www.flipkart.com,0
https://www.myntra.com,0
https://www.swiggy.com,0
https://www.zomato.com,0
https://www.irctc.co.in,0
https://www.uidai.gov.in,0
https://www.incometax.gov.in,0
https://www.digilocker.gov.in,0
https://www.mygov.in,0
https://www.jio.com,0
https://www.airtel.in,0
https://www.vi.in,0
https://www.bsnl.co.in,0
https://www.instagram.com,0
https://www.facebook.com,0
https://www.twitter.com,0
https://www.linkedin.com,0
https://www.whatsapp.com,0
https://www.netflix.com,0
https://www.spotify.com,0
https://www.microsoft.com,0
https://www.apple.com,0
https://www.samsung.com,0
https://www.truecaller.com,0
https://www.ola.com,0
https://www.uber.com,0
https://www.meesho.com,0
https://www.npci.org.in,0
https://www.bhimupi.org.in,0
https://www.kotak.com,0
https://www.yesbank.in,0
https://www.pnbindia.in,0
https://www.bankofbaroda.in,0
https://www.canarabank.com,0
https://www.google.com,0
https://www.google.co.in,0
https://www.youtube.com,0
https://www.gmail.com,0
https://www.paytm.com,0
https://www.phonepe.com,0
https://www.sbi.co.in,0
https://www.onlinesbi.sbi,0
https://www.hdfcbank.com,0
https://www.icicibank.com,0
https://www.axisbank.com,0
https://www.amazon.in,0
https://www.flipkart.com,0
https://www.myntra.com,0
https://www.swiggy.com,0
https://www.zomato.com,0
